,ormeus-coin,populous,nuls,ignis,nexus,mithril,verasity,cardano,travala,stakenet,levolution,constellation,bhp-coin,cvcoin,blue-whale-exchange,platincoin,1sg,0x,safeinsure,high-performance-blockchain,ruff,nebulas-token,reserve-rights,stasis-euro,monero,silverway,syscoin,streamr-datacoin,intellishare,bibox-token,theta-fuel,infinitecoin,celer-network,cwv-chain,quantstamp,coinmeet,zip,tcash,steem,rif-token,ftx-token,w-green-pay,crypto-com,wings,algorand,seele,ether-zero,cortex,tether,bottos,agrello-delta,educare,eterbase-coin,all-sports,kyber-network,unus-sed-leo,kcash,stpt,adx-net,bitrue-coin,red-pulse,zcash,loopring,qash,neblio,polymath-network,loom-network,pchain,ren,ontology,fusion,suncontract,crypto-com-coin,davinci-coin,primas,gifto,insight-chain,aidos-kuneen,eos,odem,litecoin,pundi-x,stableusd,howdoo,karatgold-coin,botxcoin,rlc,vechain,qlink,truechain,ripio-credit-network,nem,metronome,neo,stratis,time-new-bank,dynamic-trading-rights,bnktothefuture,metahash,enigma,imagecoin,credits,v-id,agoras-tokens,thorecoin,district0x,komodo,power-ledger,hedgetrade,vibe,cryptonex,waves,ravencoin,iota,sirin-labs-token,nkn,thingschain,snetwork,ark,singulardtv,nano,bomb,atn,crpt,mixin,ocean-protocol,bolt,next,smartshare,nash-exchange,fantom,dos-network,singularitynet,factom,nexo,wax,stellar,fatcoin,ardor,bitbook-gambling,hycon,hyperion,matrix-ai-network,grin,maker,dash,bitcoin-sv,bitcoin-cash,ethereum,bitcoin
20190111,271057,815112,12772996,99261,263391,2973450,,35963011,16151,85471,,33274,,91531,,,,7921875,172571,1153438,52294,1355878,,334334,23562848,,74316,357894,,312292,,,,,140577,,1622850,,533681,,,,6760460,102675,,81358,,3137758,4194066259,272054,1110396,173055,,117323,2284819,,202327,,343111,,221734,197776266,298674,348517,142728,1424403,672689,181812,393931,51840805,240990,230641,961578,,1192624,9166164,1800870,,839425934,889610,628980637,2548165,,53000,,,58681,6509319,41900,12751669,111777,17180296,221670,120581366,1546078,233336,1071,138720,,412720,,1326251,,,,150417,290401,258562,,289846,5610711,11321681,1396210,7948334,614773,209875,,11673,370281,88442,1904567,,6648,268103,28051,,,,644351,,333164,,223635,137431,3758053,193422,102731220,,276849,,,,476927,,216642,115955105,73534881,221067019,2667585234,5538712865
20190112,189613,874457,13095856,78917,89866,2538311,,18224445,11134,94989,,31975,,48789,,,,6089810,184597,1107173,754396,1487693,,138678,20037124,,128077,468189,,549974,,,,,72054,,135177,,512207,,,,6156119,46539,,98641,,1785695,3258438567,257199,504105,184121,,689657,1895348,,204319,,99876,,4914332,160209732,565116,642169,192629,3880427,376005,173997,217558,34352648,222064,188610,991747,,754800,6580645,1516785,,676904282,994492,491524393,2101759,,78909,,,45056,4474792,29697,12747345,210716,12659881,284603,104462357,1420407,196596,27,123040,,221499,,1068928,,,,156886,171055,226481,,225975,5724671,8891122,1584330,6521125,1120032,211447,,25342,196998,106623,1142689,,6831,247711,13932,,,,664587,,377558,,137915,30383,3835955,151452,103509557,,172358,,,,495853,,255676,123278278,176584499,212095966,2212109224,4778170883
20190113,272697,6525254,8713703,73395,548549,2318780,,21758341,10383,96396,,28031,,47786,,,,7034621,168213,934198,439011,926565,,199503,16719882,,196754,549834,,351548,,,,,531814,,1291368,,1104458,,,,5310234,196269,,100265,,1799711,3380321686,220281,2404689,323327,,329389,2404111,,120759,,159373,,15209548,151593036,317106,246679,218651,2429574,588508,164974,261325,23177490,213121,195876,833721,,834926,6411967,1263232,,654710955,1033798,564244096,1167969,,227840,,,67760,5438369,218640,12692415,326996,13730909,204586,114403812,1317121,297211,22,113545,,305146,,963858,,,,237647,206167,428216,,306214,5552487,17509923,3716168,7453979,742644,169035,,13294,184433,316874,1405407,,10737,222499,4904,,,,668480,,273559,,196667,53228,3571240,159184,119389904,,404560,,,,497415,,229375,128458987,134938585,182166624,2268263944,4681302466
20190114,275360,3027074,7306031,77402,264596,1258982,,30269131,25431,83876,,51965,,29632,,3039221,,7636170,187188,1208626,315067,1211055,,831526,18488424,,175410,378510,,329214,,,,167080,70371,,1151693,,680854,,,,4658750,221563,,74788,,2987814,4072427029,261948,32589918,265823,,1135453,2740889,,158750,,355172,,4675293,157517101,344252,223804,124776,2004711,809225,188340,274106,27539117,310816,206334,819249,,1056715,8039067,2021070,,754055929,1017807,593098938,2154660,,57474,,,78678,5054733,4640354,12479762,135909,14311834,171479,132180216,1611146,317272,352,118463,,288318,,986029,,,,241728,199248,1261772,,10033792,5672262,33323810,2367532,12233290,636899,205660,,13263,277026,120520,1464357,,9969,241714,13781,,,,588100,,366680,,1355057,68182,4451294,255560,110842789,,296942,,2944620,,490970,,430134,137162317,87682393,214446102,2798085735,5651384490
20190115,136721,1836131,8804803,64674,344787,3249630,,24504027,10909,40447,,37397,,31647,,2990446,,7007503,145827,1225997,192664,1251019,,416233,24204633,,1682823,1143873,,1255398,,,,184611,441928,,1078615,,1272595,,,,5081692,177461,,105149,,3168976,3956962447,229067,33471103,205199,,654662,2427821,,193470,,631313,,2936668,202251667,1481439,162432,101989,1540546,908597,190209,468353,26153636,203970,199388,742906,,1400365,15746723,1486166,,742818854,1063690,527294088,1849290,,46123,,,1920304,3254718,7439918,12158470,1088061,12234124,236747,132412256,7888775,409253,162,108599,,203358,,1310656,,,8,2293603,413638,1041151,,19283101,5801592,16600031,1872288,9998852,467183,203628,,48449,212584,1302959,1570377,,8955,218972,2922,,,,466071,,317332,,1765662,291796,3989094,1952844,89555967,,204189,,882207,,677809,,1228417,170689876,61102447,182316505,2735449164,5537192302
20190116,316077,1574126,8998108,77518,293337,3620568,,35481507,46616,59977,,32575,,99678,,2749797,,10125307,138099,1188550,208507,1093286,,225203,24281060,,280024,820809,,731875,,,,210570,288471,,1042272,,4267883,,,,8783615,307598,,90990,,2269112,3933540777,260955,8292327,139867,,422165,3650277,,268981,,189681,,1319693,175718264,3511774,196348,118964,2212525,2075337,189627,308097,33862091,200291,222578,760074,,1551457,24462101,2218110,,676246815,889135,539347966,1070878,,225362,,,2303974,4977149,1082436,11708454,470781,13668910,214123,130166754,16013194,412584,1776,76740,,467451,,1480201,,,8,1086657,469085,5710728,,5495106,5753024,14102644,1924059,9337139,535027,182559,,56912,323324,1176557,2287344,,8886,208406,1574,,,,313959,,387739,,439618,451324,4035874,4781434,92258083,,245466,,988629,,440666,,1169597,157274044,66358792,161105128,2746469340,5394457145
20190117,345313,1152525,25402455,315179,248813,5147946,,38222964,59274,56144,,44212,,121154,,3366415,,10996689,149447,1179475,159711,1271565,,655774,27183479,,635719,628970,,1097253,,,,849414,255816,,1167545,,8684553,,,,7061101,185369,,58536,,2177119,4146824182,273646,17660178,180503,,207805,3842290,,258324,,1350113,,2586771,158939525,10473230,224089,135837,1423613,948611,191568,838609,23738518,211958,207989,682712,,1889466,7029553,2178816,,776197591,947183,609389197,1172925,,99098,,,402410,11020121,1153957,11991980,225096,17060016,209613,130902165,3594959,666787,242,92821,,339397,,1452577,,,5,474141,395974,15663979,,4832838,5897263,19423848,3016271,9710479,1166194,179336,,55415,528836,303647,1628852,,9038,59327,12066,,,,290736,,315250,,980188,141416,4006453,682626,110024544,,759445,,884293,,567198,,760109,160688846,62380870,178365450,2594091285,5464420383
20190118,214483,1601657,16347981,58752,182539,4059741,,18937100,52170,47333,,28333,,131636,,3027105,,8446353,142589,1100189,68101,1873971,,522396,21365213,,367466,1680243,,1239622,,,,508131,139174,,850698,,9970497,,,,6573408,352555,,56165,,2336244,3661299223,254195,18911445,171581,,193581,3237708,,251786,,359558,,5421251,166877877,8967225,223117,117911,1232652,641381,196020,530599,15130640,188892,259376,565123,,2290363,5585008,1465719,,755857709,849585,566482194,2603040,,96096,,,170839,6375463,333730,12296758,1250218,13198962,199624,113409937,2307761,526027,2309,117448,,1472516,,1482346,,,301,1146373,626300,8913838,,2766140,5697964,13659258,3156691,7307493,386386,201692,,42081,695637,1392105,1640523,,8138,255218,17686,,,,362199,,308498,,310480,81961,3646679,859568,84272978,,258266,,1075619,,401889,,523895,198778864,59556650,208629422,2305389800,5002961727
20190119,199875,841054,14227453,175127,307103,10632821,,23657402,18021,69369,,28893,,129708,,3448357,,8911538,147633,1081968,84828,3620897,,158481,28578356,,194612,1159699,,1024516,,,,713896,3226688,,1117400,,9360904,,,,10265268,11725256,,66992,,1404609,3961648844,495030,3738457,107140,,155349,4071797,,212522,,4587215,,1696211,195698183,10300895,290474,214870,1870971,791330,186805,692882,20158809,228322,206568,701502,,5372384,5509142,1950288,,738761772,879082,585789957,3739496,,4781,,,391901,5533946,609516,11928160,452042,14172196,239929,141779987,3572042,963243,964,107942,,405792,,5094308,,,,456732,547281,7060659,,1079723,5962312,10639690,1723002,8047539,1082760,219067,,54706,438145,1140151,1556315,,9323,244264,18834,,,,602167,,327757,,207290,167939,3979145,528144,111942030,,1062048,,774275,,1093756,,476594,173266129,57607818,198967556,3048261797,5955691380
20190120,256996,846304,9289660,175207,2450668,4371851,,26755022,11508,93323,,36680,,99801,,3495069,,9356156,143912,1074482,153925,1250533,,162590,33574394,,301612,1386381,,800571,,,,403136,1008362,,694513,,5286080,,,,14970927,8103136,,67631,,1523821,4389435191,278941,5171202,80904,,161415,3733933,,229458,,1650273,,1010440,615956056,4407828,257011,172898,3191425,1327637,165082,486785,19730045,212346,188398,640244,,1137738,4308238,1456950,,971352022,907680,584024741,6431527,,17851,,,182404,5761503,1144489,11654801,1315707,13786963,200589,155380342,1439697,885948,417,102266,,346196,,1560242,,,,533466,281338,4750418,,1778292,5489477,9885648,2187262,7528261,577982,173026,,57516,350553,339667,2028076,,8721,263672,7530,,,,666735,,307152,,221186,169671,3190920,320795,123424390,,491141,,915043,,509390,,285725,242808317,57177839,269797874,2964108269,5582489560
20190121,154983,1353163,5607572,114838,764680,5039151,,16583935,34150,113149,,143869,,125496,,3562879,,7725546,132655,1111233,155423,1092743,,618027,36435975,,691266,612720,,712399,,,,581927,1198045,,2059845,,16060810,,,,3515897,2123002,,105222,,591918,3497758658,153348,6049453,153713,,348635,2929889,,189767,,775858,,1045579,166177591,9888851,198596,97272,2087284,646997,174994,429056,16633175,256523,213239,532297,,921528,5385838,1687303,,681202741,929721,531048792,3510520,,14066,,,245428,6977052,579628,12613200,1706769,14334329,205177,116729955,1226675,554349,4000,105595,,436904,,1171586,,,847,968368,298344,1683850,,1052772,5601090,9053180,1436338,6508997,570249,179553,,48825,238677,209359,2706414,,8654,233490,96637,,,,646428,,342558,,175248,626483,4311307,367994,111143574,,315856,,847542,,697219,,6787634,163197554,54569897,187814581,2421720343,5004347059
20190122,167630,1605463,6312145,184032,384201,3555298,,22963399,30345,119753,,113255,,174358,,3413806,,9742700,144058,1204961,281472,1006356,,668170,24212367,,186386,688308,,965939,,,,375316,339137,,862431,,18572692,,,,5976925,773538,,52231,,496983,3879616222,225958,2169830,212660,,730406,3083732,,210850,,2208664,,814114,126552054,33074631,274170,106820,2302666,577562,166736,352901,20443961,238713,202953,667936,,790026,5305858,2615484,,737422547,1019953,589374367,3278146,,10435,,,186292,14820175,276139,14437608,476629,11795877,229962,132491494,1858910,584116,761,95541,,799520,,989840,,,,988733,250629,2389708,,786122,5736577,23594560,11874502,8986031,745604,181888,,34463,179861,461239,2163860,,822,251201,11447,,,,465760,,372644,,275927,2037174,4152779,310301,129057418,,2508507,,769672,,532221,,4290642,138943879,60200752,264996480,2552507405,5313623556
20190123,82622,1122209,8015780,154601,488480,4424526,,15241102,10263,78161,,65585,,222119,,2894752,,14168892,142066,979979,451692,1263458,,639809,32608467,,137798,593545,,675583,,,,423528,324157,,1062022,,11898631,,,,8748119,662842,,111929,,644693,3663985821,145947,2785013,189148,,518452,3377657,,236855,,2909552,,2330070,162698774,7027299,204558,279970,3890229,1766299,174165,468402,19265061,291576,227259,523091,,700538,4528194,1858272,,630931520,1065117,613521888,3143730,,7866,,,117328,9733085,393236,14376572,488890,12311221,208273,98520101,3959984,613466,1375,114159,,837486,,1137679,,,,641054,398308,1741160,,1582407,5741629,69909033,11422799,7805314,384106,141136,,39366,192618,989429,6698430,,14,240345,30691,,,,556059,,313470,,422620,604814,4488693,247533,97605045,,699379,,682625,,460645,,16066140,173653586,57199065,293056048,2556952198,5433755649
20190124,146668,1787136,51020981,163469,426034,3488537,,12440167,11904,78873,,74322,,243173,,2550920,,28561382,136617,1074967,667000,900870,,753688,36027328,,825683,619534,,602905,,,,321738,142504,,639759,,4376890,,,,4605853,681530,,73973,,1899757,3581348682,687655,6727940,199081,,159929,4166119,,228959,,770914,,731859,166711625,2839466,148429,124838,1744623,1373375,148183,340269,14578266,265003,220400,512291,,1271472,5795163,2085797,,662563042,934160,614405338,17043160,,18374,,,617824,6306102,376605,11837567,234099,10904448,188642,95665449,1180724,712839,478,116241,,1148125,,1053097,,,,1045123,255706,1609098,,541266,5539367,41182271,3054967,7542316,946422,178248,,62803,238138,660982,4115300,,3967,242777,5116,,,,580244,,284917,,165165,222266,2587207,230091,109073513,,479857,,817148,,435824,,17101342,165476902,57765740,264182477,2520843420,5262869046
20190125,62947,696339,113557663,171112,747081,2928445,,12663796,11808,95452,,84319,,287782,,2651222,,15585186,139321,1010582,315355,1240624,,599163,34838080,,171135,900210,,938964,,,,326323,153050,,188170,,2856976,,,,4206915,1504409,,75740,,1021993,3634209137,289686,12749772,182705,,245066,3750691,,281130,,429295,,1944679,150847434,2167065,124522,176751,1903359,1204911,157585,338319,28818207,236318,240218,645192,,1056088,6432538,2247551,,630943289,960492,661476020,9943697,,5594,,,2310293,4715534,294178,12574718,128323,11390899,233023,106034923,1241214,476608,317,120691,,1043194,,1223233,,,,586765,724594,1919583,,2391376,5745693,31324116,3254171,6625506,902371,179027,,52827,580988,256851,4320640,,44999,174915,32056,,,,503157,,256839,,428051,342634,3608306,545132,102773915,,643588,,874913,,621947,,29796841,170704889,62356147,205641444,2606881898,5265847539
20190126,60693,2337482,35221719,126635,213887,2545660,,13550564,14304,110042,,82406,,307338,,2828881,,10296266,140233,1038357,450905,3404517,,128893,33090913,,130355,434330,,716262,,,,323962,95248,,1037574,,1554871,,,,4809904,511040,,72228,,1002595,3445405585,323061,6877485,178962,,415485,2274183,,156258,,555335,,2125972,169396557,1505266,357411,86902,1295447,583678,167934,1109955,26284465,284361,211655,606932,,819298,4506515,2091825,,610470886,991182,694481467,3849724,,15407,,,1179209,4879760,205906,12261826,215472,10856043,243784,93847643,544642,555086,633,101035,,296436,,1097427,,,29,293925,435454,1627112,,1841030,5710558,13128785,1911389,7343799,1798570,164575,,29530,146596,458763,6351695,,23590,243340,5980,,,,813579,,274147,,968734,160470,4362811,140862,142586255,,628731,,386494,,560686,,47978980,160830169,48715609,178570796,2412181169,5098183235
20190127,81933,1011134,16230549,139379,439840,2521457,,20835107,19021,98692,,87686,,261640,,2814765,,11230985,140996,1085381,228024,3713342,,248428,37895260,,446352,520153,,583804,,,,287518,154367,,993904,,1564546,,,,3855595,1751050,,86138,,1940959,3932642453,218537,3203376,166241,,186366,2385264,,135409,,287364,,1346429,164758648,2401757,94484,103677,1400177,935988,175655,901777,20416669,269369,214187,536528,,843617,4059457,1868693,,780419369,1181502,678149673,19973603,,1313,,,1453586,6486434,307205,12432388,210611,12643508,192232,120602207,949833,664156,1477,109446,,460676,,1087389,,,5160,415546,393113,1790102,,1345988,5599609,31886645,2108046,10125439,3604080,188849,,46042,658036,1034991,4461488,,16535,253435,3740,,,,746962,,271546,,731123,331708,4645100,249835,134988476,,459280,,46110,,562977,,6000950,162049523,56898464,201627687,2775888287,5570752966
20190128,89546,1288042,7866573,153648,359180,2763840,,30041137,21730,102237,,55001,,224164,,2193410,,11852519,135640,1209424,357203,2896424,,806955,39662233,,313632,973337,,848875,,,,198664,197721,,1313368,,1537848,,,,10954513,1869801,,62049,,1996609,4951907623,218002,2446563,149284,,202135,2574670,,267229,,272691,,3830968,506461982,2147431,321256,151394,2230907,1085901,162821,447209,25517881,249155,214429,557500,,852230,4062929,1421235,,860063876,1036955,812860294,25824213,,5570,,,921913,7382324,246545,12581753,262883,16638243,190338,138166064,1633346,601516,1320,140656,,400203,,904983,,,3442,556523,747775,1104842,,1014178,5498330,30872060,2791105,12520680,4184357,219405,,78295,835625,2367530,3504549,,12706,248256,18226,,,,682908,,325237,,354732,774076,3926816,367253,135847055,,498155,,272174,,527111,,927284,941544091,88068769,322496467,3366895505,6908930483
20190129,120655,1141673,16258174,96156,135354,3026167,,19526240,6330,71414,,54949,,154539,,3094667,,7408815,135964,1213980,325032,3994539,,713832,50419054,,127485,443466,,1178817,,,,280186,120367,,1724960,,804734,,,,5131047,834429,,62538,,1231701,4206195777,242756,1514549,213449,,136755,2076722,,185540,,239833,,5508969,122770691,2490158,235627,84686,1777781,996861,178696,384437,19507220,228631,208072,628541,,662636,3777190,1194923,,807914540,811994,707842400,10460917,,20763,,,359061,4799851,411988,11928216,289990,14331906,182805,128674508,1447173,482565,107,49152,,270115,,1029893,,,6707,373483,327204,931828,,645409,5204658,35586250,1602223,7352672,507148,190150,,36847,275680,909385,2436744,,19010,287144,325163,,,,607332,,400461,,504408,338548,4085693,197011,155745244,,361581,,506203,,516580,,1164212,166904205,86525991,263554927,2900418606,5897159493
20190130,126971,3129265,6265398,124304,112432,3683136,,26151501,16612,72864,,51908,,159914,,2510864,,7040041,140616,1251270,430011,7114094,,512012,46618917,,78821,469574,,815380,,,,304458,226708,,1042448,,932856,,,,3339726,338919,,71336,,645523,4249354160,353504,1010716,155697,,131382,1891314,,245828,,186488,,2839866,149296769,1173718,231957,89676,1592958,1177685,166395,336875,22488233,197460,214752,583559,,730878,3212255,1424365,,814229781,791101,694822148,6306853,,11881,,,1756390,4808429,535123,11511049,382138,15781608,225729,127490778,1279027,424820,2494,16874,,209973,,899861,,,14,169759,410562,954983,,338121,5270885,36132989,1726899,7573250,173784,245831,,54743,192585,445691,2129979,,16138,154610,570890,,,,488724,,329528,,310520,280691,4195592,195889,174265317,,396202,,382789,,682489,,2381289,153059006,90454423,278213607,2874370355,5955112627
20190131,103576,1926829,5054046,237331,333178,4449368,,22222102,13802,95978,,14762,,208361,,3032145,,6961073,132903,1141974,80908,9487647,,407933,33200067,,108500,430472,,521322,,,,288225,93312,,954716,,725456,,,,4223319,252889,,63047,,1894747,4110696174,215764,1578849,173502,,123959,1907237,,185257,,133612,,1197717,210776579,892443,346385,109107,2486496,1961673,177366,273873,17291686,235002,213119,552053,,1816454,3571343,1437355,,678924605,788128,654137406,8257364,,8617,,,1087699,6030416,174524,11262779,545737,26221193,210564,126570197,1832935,426503,112,15435,,180946,,1178176,,,5191,239033,211738,808241,,487188,5310922,13912694,3286185,10208235,238290,185963,,35408,318396,542558,1784250,,14351,131728,1338817,,,,679947,,336296,,371260,165991,3489982,179614,148616345,,408828,,436303,,746470,,2093187,140199493,76607875,277744299,2828796031,5831198271
20190201,138287,1098432,5433581,224866,318675,2075530,,18778624,13961,103536,,26369,,170217,,1850533,,6721307,132273,1174497,63876,3186722,,555155,36949056,,83037,622578,,682931,,,,347938,73654,,436450,,853018,,,,2296555,143068,,66413,,2162321,3949396927,202623,3267670,181266,,122734,1451536,,243939,,80962,,888196,159341775,1566584,372047,71176,1874776,772482,176335,358062,12967855,159608,235884,595903,,1458041,2997254,1200608,,648027079,838375,825977656,5062110,,22950,,,318282,3570933,96036,11748260,572419,17758629,234596,110514792,1048162,395328,816,10661,,217027,,831734,,,4373,147051,345646,933081,,523112,5273522,9983975,1531531,8301913,230398,154162,,22907,102159,318337,1609335,,11262,142319,369395,,,,590407,,349519,,329848,165676,4174542,313759,143454405,,345806,,382137,,525664,,838721,179787292,66405205,246917441,2541271519,5422926707
20190202,334325,915365,3377968,135587,107999,1767860,,12312317,6051,85331,,14338,,160096,,3202829,,6361495,139137,1101973,75215,935923,,179367,46606594,,100233,752361,,635640,,,,322968,86532,,363229,,1323705,,,,2716865,408296,,67863,,1661474,3806913471,338210,4824728,128223,,112952,1443849,,266959,,239381,,516417,152319651,936028,94037,47556,1368037,481872,172077,252791,9445255,170229,193914,584977,,538530,3056740,922935,,613998325,954339,829064166,4100502,,8870,,,255557,2829236,615414,11855978,709024,12296752,213064,118178032,2515325,384381,792,8286,,203888,,714482,,,1172,129240,304806,1597419,,1601458,5311353,8901578,1081377,8106702,83830,219717,,75859,109444,272061,1568686,,12286,218878,78868,,,,582248,,263200,,120326,184071,4454941,162951,142365606,,383703,,259453,,543271,,712906,152279085,67771998,251181380,2385157838,5071623601
20190203,287042,987330,3134683,227544,108170,2659389,,12940762,22767,69050,,13676,,176023,,2904662,,5565932,128191,955785,128134,2140262,,285374,45359366,,96398,680819,,643790,,,,291335,58900,,492959,,3962262,,,,1992986,899074,,74066,,1958376,3756996124,144432,1255667,144734,,76717,1129910,,226838,,289777,,367829,144845130,1068557,75869,472574,1204662,884705,157042,190569,11667054,192794,187569,547385,,637077,2871269,1429652,,567625069,913837,820461891,3373989,,5073,,,457661,2778666,349373,11251120,682045,13814930,223062,113281405,1209594,375583,360,4116,,156127,,738729,,,4611,110670,165059,1247457,,2090570,5207570,23050834,1202529,5980121,226235,274613,,82336,105064,602322,2118699,,15012,265851,94406,,,,494886,,253949,,163929,61800,4037660,125537,106729578,,343707,,221055,,507040,,381244,161289431,58052365,218977856,2519334757,5043937584
20190204,174648,1396252,14016927,154617,112885,1853702,,12233074,69752,87474,,10213,,125144,,3150768,,5679078,110043,1059253,321023,2225339,,521347,44862786,,214196,584585,,616708,,,,129972,83490,,700186,,1484963,,,,7525481,287673,,52739,,2857239,3770858317,205619,1700961,208925,,112693,1206885,,308693,,104596,,451867,155823713,823650,103326,137746,1781668,2909834,159190,384678,8224638,158857,204672,525238,,623946,3081794,1186415,,542186549,1317025,740036504,8368687,,4049,,,106723,3435089,130914,11726378,676679,12628607,228956,104145001,723581,369155,287,34248,,472878,,914668,,,0,258206,328195,1111518,,737868,5289925,18231233,3106804,7032087,153425,240893,,57315,283385,344991,1440275,,12012,264486,103292,,,,752346,,227852,,479250,87597,3996106,56176,83103229,,365859,,156894,,535034,,703707,158567871,49250475,207822688,2491888675,5332718886
20190205,229340,1396580,8854130,135479,160791,2062332,,13348305,116168,78225,,11114,,122273,,3699681,,6303690,114510,823132,118364,2054824,,617897,45555506,,175504,548767,,559101,,,,190474,79269,,989692,,974036,,,,2978913,272121,,59724,,2341815,3691717612,370192,1485174,166781,,84233,1281456,,139358,,588638,,709469,156054445,610118,155730,124392,2779902,867206,161783,350531,10019259,146761,196862,531434,,536869,3368606,1628484,,528454306,833941,708712284,23428267,,13893,,,160318,4009846,133480,11531877,1035983,12218498,225822,112713128,770109,368906,1393,3610,,233543,,1120710,,,3,585902,623751,1073589,311098,469498,5344392,17756141,2389627,5384838,259229,416091,,20522,158048,293111,3653907,,11086,195791,104021,,,,599199,,403596,,174974,292014,4242969,138919,93209184,,1120135,,147886,608624,489143,,758679,159410275,48771767,205839408,2515863999,5227549545
20190206,166945,2853778,5111702,501335,561915,2625030,,17351384,100753,94923,,11545,,150782,,3696014,,8768562,122561,837258,159787,2303336,,658335,48141805,,285278,554761,,808260,,,,188713,80348,,347095,,797643,,,,4754763,150347,,61010,,1388861,4271302713,243362,2408420,187683,,99302,2306316,,81100,,446439,,534981,128538970,859487,353672,95120,3051856,705886,158609,264390,12190440,148766,224436,539650,,604261,3363960,1678638,,491346170,860258,748545366,8681772,,11029,,,132746,4506774,155605,12127465,825481,11949594,214206,113960942,907994,415042,704,11864,,261092,,913830,,,2913,758992,413494,2191896,275711,421992,5195603,13535405,3295598,6208558,1135201,224941,,52891,212881,393152,1686956,,10828,242467,124674,,,,565687,,366106,,260865,216964,4076914,808135,153042575,,545898,,255137,615476,493321,,388334,188686597,146371619,289253747,2593048199,5482196038
20190207,127666,1848738,5118232,344477,451993,2701714,,12424740,41056,85022,,14728,,131219,,4759577,,7571212,113019,775298,69954,2119381,,479142,46417590,,514283,643272,,557987,,,,308674,120154,,887764,,1345030,,,,15582782,1308414,,55869,,952000,3569921563,206518,638538,162070,,87402,2110575,,70922,,1126879,,515993,147434597,594906,109493,249734,9402401,1144537,167827,237656,10383352,167680,195460,636426,,812890,3222877,1200743,,490454851,823331,652002936,4258238,,15469,,,148098,3386472,214562,11478249,834430,17825189,221852,98062942,1098859,369183,683,4346,,171546,,836627,,,0,733587,1047265,3971880,268489,434678,5166847,15360419,3633361,12382890,1249273,428968,,44729,436288,357222,1233784,,10839,254793,122012,,,,416535,,461532,,515302,112822,3992026,322052,121452716,,697581,,340307,621979,463129,,698240,151346662,92434471,192007562,2326764622,5004962683
20190208,140048,3992544,5552862,809608,397146,4628445,,32705206,31379,81688,,14234,,375129,,5341543,,14295867,124024,963846,472922,4443982,,618842,58034756,,216948,790083,,1130723,,,,265782,101260,,457957,,2909560,,,,9717641,951958,,65421,,1206770,6153689552,319591,1088136,193813,,159677,3801986,,51511,,22187040,,653291,167677793,959711,156549,850341,9001218,3579147,178378,254940,19743466,206052,328962,682452,,621512,12263492,1678611,,1089618269,877511,1721691113,7290167,,2348,,,303766,5403796,166196,15152770,813096,15285657,253463,161363179,1762627,444222,1696,10097,,557094,,1166596,,,0,881206,1256971,3516520,333769,635096,5549258,19771103,2682088,15645823,2835268,250329,,71044,9082903,290820,1952131,,12219,234667,149792,,,,666643,,333491,,302178,175841,4589719,1150609,137845934,,2078073,,408402,643628,633088,,773700,181160600,94084306,392818315,3656841347,7735623101
20190209,156408,2441091,23897272,1073560,274746,2789901,,18529365,77232,87668,,51642,,311331,,5027786,,7703533,118742,832316,144580,2639154,,342727,52421774,,217151,968168,,757103,,,,153953,57173,,666260,,876649,,,,21706331,259566,,66984,,1292170,4749715865,206891,551222,189011,,213145,1870756,,75977,,2571506,,348931,163211031,891573,68001,532582,2823201,1746272,199820,191332,23094154,172985,161577,649061,,698283,7126406,1388863,,955886280,781018,1509978243,3823507,,1480,,,889151,3591370,56087,12604599,732380,14057309,247330,122279806,668349,377428,503,5575,,1938625,,1599643,,,0,540891,560847,1566933,382421,671847,5550636,14827125,4971821,7388364,340512,302481,,60381,2119587,803822,905230,,11870,232642,237953,,,,638083,,365124,,222871,144507,4524061,412062,128687271,,3748061,,286979,618461,588823,,325740,169940905,72906743,233478378,2884650400,6158833645
20190210,368984,2663102,9713736,690759,88397,2492561,,22634047,51712,93003,,59697,,290391,,5082661,,8093310,116584,755027,94976,2538748,,264039,52351662,,72108,870164,,976769,,,,181278,113032,,451231,,1380390,,,,6129877,1152863,,69334,,1267029,4965113768,265144,443433,175149,,286446,10571680,,72378,,2240956,,344855,177859791,1016308,140677,210787,2791461,1848715,197397,192939,17880504,172780,239573,645875,,1078113,12267992,1156853,,936574263,722336,1420578823,4019086,,6826,,,339696,5229670,104364,12781191,803211,11827729,273112,159699885,1808745,386200,427,8883,,1657431,,1248795,,,0,752161,661469,857478,632971,503928,5726228,21019191,2745999,13408133,461461,313372,,82382,23965605,399279,1189331,,11924,192644,276111,,,,476418,,353774,,300004,113031,4739186,304406,133339149,,1640802,,278106,543913,738223,,460412,177539073,80275617,285347998,3148766590,6282256903
